PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ProductID,OrderQty,UnitPrice,LineTotal,OrderDate,ShipMethod,ShipBase,ShipRate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,DueDate,ReceivedQty,RejectedQty,StockedQty
109,0,4,261,77,482,550,8.757,4816.35,"2002-04-09 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-18 00:00:00",31398.675,2511.894,784.9669,34695.5359,"2002-04-23 00:00:00",550.00,0.00,550.00
109,0,4,261,77,481,550,11.088,6098.4,"2002-04-09 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-18 00:00:00",31398.675,2511.894,784.9669,34695.5359,"2002-04-23 00:00:00",550.00,0.00,550.00
109,0,4,261,77,480,550,11.6655,6416.025,"2002-04-09 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-18 00:00:00",31398.675,2511.894,784.9669,34695.5359,"2002-04-23 00:00:00",550.00,0.00,550.00
109,0,4,261,77,479,550,15.8865,8737.575,"2002-04-09 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-18 00:00:00",31398.675,2511.894,784.9669,34695.5359,"2002-04-23 00:00:00",550.00,0.00,550.00
110,0,4,274,28,402,3,47.4705,142.4115,"2002-04-09 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-18 00:00:00",142.4115,11.3929,3.5603,157.3647,"2002-04-23 00:00:00",3.00,0.00,3.00
111,0,4,244,2,512,550,34.9755,19236.525,"2002-04-09 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-18 00:00:00",19236.525,1538.922,480.9131,21256.3601,"2002-04-23 00:00:00",550.00,0.00,550.00
112,0,4,231,87,407,3,47.544,142.632,"2002-04-09 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-18 00:00:00",272.4435,21.7955,6.8111,301.0501,"2002-04-23 00:00:00",3.00,0.00,3.00
112,0,4,231,87,406,3,43.2705,129.8115,"2002-04-09 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-18 00:00:00",272.4435,21.7955,6.8111,301.0501,"2002-04-23 00:00:00",3.00,0.00,3.00
113,1,4,241,31,525,550,2.3205,1276.275,"2002-04-10 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-04-19 00:00:00",1276.275,102.102,31.9069,1410.2839,"2002-04-24 00:00:00",550.00,0.00,550.00
114,0,3,266,26,526,550,3.6435,2003.925,"2002-04-10 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-04-19 00:00:00",2003.925,160.314,50.0981,2214.3371,"2002-04-24 00:00:00",550.00,550.00,0.00
115,0,4,164,24,913,550,40.9395,22516.725,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",50860.425,4068.834,1271.5106,56200.7696,"2002-04-24 00:00:00",550.00,0.00,550.00
115,0,4,164,24,909,550,30.4395,16741.725,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",50860.425,4068.834,1271.5106,56200.7696,"2002-04-24 00:00:00",523.00,0.00,523.00
115,0,4,164,24,908,550,21.0945,11601.975,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",50860.425,4068.834,1271.5106,56200.7696,"2002-04-24 00:00:00",550.00,0.00,550.00
116,0,4,223,48,357,60,3.9795,238.77,"2002-04-10 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-04-19 00:00:00",454.86,36.3888,11.3715,502.6203,"2002-04-24 00:00:00",60.00,0.00,60.00
116,0,4,223,48,356,60,3.6015,216.09,"2002-04-10 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-04-19 00:00:00",454.86,36.3888,11.3715,502.6203,"2002-04-24 00:00:00",51.00,0.00,51.00
117,0,4,233,88,936,550,48.2895,26559.225,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",43878.45,3510.276,1096.9613,48485.6873,"2002-04-24 00:00:00",550.00,0.00,550.00
117,0,4,233,88,935,550,31.4895,17319.225,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",43878.45,3510.276,1096.9613,48485.6873,"2002-04-24 00:00:00",550.00,0.00,550.00
118,1,4,238,96,524,550,12.9675,7132.125,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",7132.125,570.57,178.3031,7880.9981,"2002-04-24 00:00:00",550.00,0.00,550.00
119,0,4,261,39,912,550,30.4395,16741.725,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",28343.7,2267.496,708.5925,31319.7885,"2002-04-24 00:00:00",550.00,0.00,550.00
119,0,4,261,39,911,550,21.0945,11601.975,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",28343.7,2267.496,708.5925,31319.7885,"2002-04-24 00:00:00",550.00,0.00,550.00
120,0,4,264,52,910,550,40.9395,22516.725,"2002-04-10 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-19 00:00:00",22516.725,1801.338,562.9181,24880.9811,"2002-04-24 00:00:00",550.00,0.00,550.00
121,0,4,274,43,937,550,62.9895,34644.225,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",34644.225,2771.538,866.1056,38281.8686,"2002-04-24 00:00:00",550.00,0.00,550.00
122,0,4,231,37,467,3,43.323,129.969,"2002-04-10 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-19 00:00:00",266.238,21.299,6.656,294.193,"2002-04-24 00:00:00",3.00,0.00,3.00
122,0,4,231,37,466,3,45.423,136.269,"2002-04-10 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-19 00:00:00",266.238,21.299,6.656,294.193,"2002-04-24 00:00:00",3.00,0.00,3.00
123,1,4,241,1,462,3,47.6805,143.0415,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",143.0415,11.4433,3.576,158.0608,"2002-04-24 00:00:00",3.00,0.00,3.00
124,0,3,266,56,511,550,27.867,15326.85,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",28199.325,2255.946,704.9831,31160.2541,"2002-04-24 00:00:00",550.00,550.00,0.00
124,0,3,266,56,510,550,23.4045,12872.475,"2002-04-10 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-19 00:00:00",28199.325,2255.946,704.9831,31160.2541,"2002-04-24 00:00:00",550.00,550.00,0.00
125,0,4,164,60,527,550,6.7515,3713.325,"2002-04-10 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-04-19 00:00:00",3713.325,297.066,92.8331,4103.2241,"2002-04-24 00:00:00",550.00,0.00,550.00
126,0,4,223,53,509,550,36.2775,19952.625,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",63831.075,5106.486,1595.7769,70533.3379,"2002-04-24 00:00:00",550.00,0.00,550.00
126,0,4,223,53,939,550,48.2895,26559.225,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",63831.075,5106.486,1595.7769,70533.3379,"2002-04-24 00:00:00",550.00,0.00,550.00
126,0,4,223,53,938,550,31.4895,17319.225,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",63831.075,5106.486,1595.7769,70533.3379,"2002-04-24 00:00:00",468.00,0.00,468.00
127,0,4,233,10,496,60,49.6545,2979.27,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",16340.31,1307.2248,408.5078,18056.0426,"2002-04-24 00:00:00",60.00,0.00,60.00
127,0,4,233,10,495,60,62.9265,3775.59,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",16340.31,1307.2248,408.5078,18056.0426,"2002-04-24 00:00:00",60.00,0.00,60.00
127,0,4,233,10,494,60,50.7465,3044.79,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",16340.31,1307.2248,408.5078,18056.0426,"2002-04-24 00:00:00",60.00,0.00,60.00
127,0,4,233,10,493,60,58.2645,3495.87,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",16340.31,1307.2248,408.5078,18056.0426,"2002-04-24 00:00:00",60.00,0.00,60.00
127,0,4,233,10,492,60,50.7465,3044.79,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",16340.31,1307.2248,408.5078,18056.0426,"2002-04-24 00:00:00",60.00,0.00,60.00
128,0,4,238,66,523,550,10.3845,5711.475,"2002-04-10 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-04-19 00:00:00",5711.475,456.918,142.7869,6311.1799,"2002-04-24 00:00:00",550.00,0.00,550.00
129,0,4,261,68,429,3,41.3805,124.1415,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",665.028,53.2022,16.6257,734.8559,"2002-04-29 00:00:00",3.00,0.00,3.00
129,0,4,261,68,428,3,43.4805,130.4415,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",665.028,53.2022,16.6257,734.8559,"2002-04-29 00:00:00",3.00,0.00,3.00
129,0,4,261,68,427,3,47.754,143.262,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",665.028,53.2022,16.6257,734.8559,"2002-04-29 00:00:00",3.00,0.00,3.00
129,0,4,261,68,426,3,43.4805,130.4415,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",665.028,53.2022,16.6257,734.8559,"2002-04-29 00:00:00",3.00,0.00,3.00
129,0,4,261,68,425,3,45.5805,136.7415,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",665.028,53.2022,16.6257,734.8559,"2002-04-29 00:00:00",3.00,0.00,3.00
130,0,4,264,61,491,3,19.9395,59.8185,"2002-04-15 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-24 00:00:00",97.965,7.8372,2.4491,108.2513,"2002-04-29 00:00:00",3.00,0.00,3.00
130,0,4,264,61,490,3,12.7155,38.1465,"2002-04-15 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-04-24 00:00:00",97.965,7.8372,2.4491,108.2513,"2002-04-29 00:00:00",3.00,0.00,3.00
131,0,4,244,5,528,3,38.157,114.471,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",114.471,9.1577,2.8618,126.4905,"2002-04-29 00:00:00",3.00,0.00,3.00
132,2,4,231,58,505,3,44.2155,132.6465,"2002-04-15 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-04-24 00:00:00",132.6465,10.6117,3.3162,146.5744,"2002-04-29 00:00:00",3.00,0.00,3.00
133,0,4,241,35,939,550,48.2895,26559.225,"2002-04-29 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-08 00:00:00",43878.45,3510.276,1096.9613,48485.6873,"2002-05-13 00:00:00",550.00,0.00,550.00
133,0,4,241,35,938,550,31.4895,17319.225,"2002-04-29 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-08 00:00:00",43878.45,3510.276,1096.9613,48485.6873,"2002-05-13 00:00:00",550.00,0.00,550.00
134,0,3,266,103,358,60,6.9825,418.95,"2002-04-29 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-05-08 00:00:00",418.95,33.516,10.4738,462.9398,"2002-05-13 00:00:00",60.00,60.00,0.00
135,0,4,164,7,460,3,43.323,129.969,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,459,3,47.5965,142.7895,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,458,3,43.323,129.969,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,457,3,45.423,136.269,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,456,3,49.6965,149.0895,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,455,3,45.423,136.269,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,454,3,47.523,142.569,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,453,3,37.1805,111.5415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,452,3,41.454,124.362,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,451,3,37.1805,111.5415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,450,3,39.2805,117.8415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,449,3,43.554,130.662,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,448,3,39.2805,117.8415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,447,3,41.3805,124.1415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,446,3,45.654,136.962,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,445,3,41.3805,124.1415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,444,3,43.4805,130.4415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,443,3,47.754,143.262,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,442,3,43.4805,130.4415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,441,3,45.5805,136.7415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,440,3,49.854,149.562,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,439,3,45.5805,136.7415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,438,3,47.6805,143.0415,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,381,3,39.0705,117.2115,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,380,3,41.1705,123.5115,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
135,0,4,164,7,379,3,45.444,136.332,"2002-04-29 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-08 00:00:00",3413.2455,273.0596,85.3311,3771.6362,"2002-05-13 00:00:00",3.00,0.00,3.00
136,0,4,223,69,357,60,4.3155,258.93,"2002-04-29 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-05-08 00:00:00",461.79,36.9432,11.5448,510.278,"2002-05-13 00:00:00",60.00,0.00,60.00
136,0,4,223,69,356,60,3.381,202.86,"2002-04-29 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-05-08 00:00:00",461.79,36.9432,11.5448,510.278,"2002-05-13 00:00:00",51.00,0.00,51.00
137,2,4,233,23,385,3,43.218,129.654,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
137,2,4,233,23,384,3,36.9705,110.9115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
137,2,4,233,23,383,3,41.244,123.732,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
137,2,4,233,23,382,3,36.9705,110.9115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
137,2,4,233,23,381,3,39.0705,117.2115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
137,2,4,233,23,380,3,43.344,130.032,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",722.4525,57.7962,18.0613,798.31,"2002-05-27 00:00:00",3.00,0.00,3.00
138,0,4,238,75,490,3,12.3585,37.0755,"2002-05-13 00:00:00","ZY - EXPRESS",9.95,1.99,"2002-05-22 00:00:00",37.0755,2.966,0.9269,40.9684,"2002-05-27 00:00:00",3.00,0.00,3.00
139,1,4,198,3,513,550,39.1965,21558.075,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",21558.075,1724.646,538.9519,23821.6729,"2002-05-27 00:00:00",550.00,0.00,550.00
140,0,4,264,54,409,3,41.244,123.732,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",351.855,28.1484,8.7964,388.7998,"2002-05-27 00:00:00",3.00,0.00,3.00
140,0,4,264,54,408,3,36.9705,110.9115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",351.855,28.1484,8.7964,388.7998,"2002-05-27 00:00:00",3.00,0.00,3.00
140,0,4,264,54,407,3,39.0705,117.2115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",351.855,28.1484,8.7964,388.7998,"2002-05-27 00:00:00",3.00,0.00,3.00
141,0,4,244,104,934,550,38.1465,20980.575,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",45172.05,3613.764,1129.3013,49915.1153,"2002-05-27 00:00:00",550.00,0.00,550.00
141,0,4,244,104,933,550,43.9845,24191.475,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",45172.05,3613.764,1129.3013,49915.1153,"2002-05-27 00:00:00",550.00,0.00,550.00
142,2,4,231,25,426,3,43.4805,130.4415,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",267.183,21.3746,6.6796,295.2372,"2002-05-27 00:00:00",3.00,0.00,3.00
142,2,4,231,25,425,3,45.5805,136.7415,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",267.183,21.3746,6.6796,295.2372,"2002-05-27 00:00:00",3.00,0.00,3.00
143,0,4,241,90,345,3,43.3755,130.1265,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",415.8,33.264,10.395,459.459,"2002-05-27 00:00:00",3.00,0.00,3.00
143,0,4,241,90,344,3,45.4755,136.4265,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",415.8,33.264,10.395,459.459,"2002-05-27 00:00:00",3.00,0.00,3.00
143,0,4,241,90,343,3,49.749,149.247,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",415.8,33.264,10.395,459.459,"2002-05-27 00:00:00",3.00,0.00,3.00
144,1,3,266,33,932,550,39.2385,21581.175,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",40471.2,3237.696,1011.78,44720.676,"2002-05-27 00:00:00",550.00,550.00,0.00
144,1,3,266,33,931,550,34.3455,18890.025,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",40471.2,3237.696,1011.78,44720.676,"2002-05-27 00:00:00",550.00,550.00,0.00
145,0,4,274,41,349,3,45.444,136.332,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",662.0985,52.9679,16.5525,731.6189,"2002-05-27 00:00:00",3.00,0.00,3.00
145,0,4,274,41,348,3,41.1705,123.5115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",662.0985,52.9679,16.5525,731.6189,"2002-05-27 00:00:00",3.00,0.00,3.00
145,0,4,274,41,347,3,43.2705,129.8115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",662.0985,52.9679,16.5525,731.6189,"2002-05-27 00:00:00",3.00,0.00,3.00
145,0,4,274,41,346,3,47.544,142.632,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",662.0985,52.9679,16.5525,731.6189,"2002-05-27 00:00:00",3.00,0.00,3.00
145,0,4,274,41,345,3,43.2705,129.8115,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",662.0985,52.9679,16.5525,731.6189,"2002-05-27 00:00:00",3.00,0.00,3.00
146,0,4,223,55,930,550,43.0395,23671.725,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",62092.8,4967.424,1552.32,68612.544,"2002-05-27 00:00:00",550.00,0.00,550.00
146,0,4,223,55,929,550,37.086,20397.3,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",62092.8,4967.424,1552.32,68612.544,"2002-05-27 00:00:00",550.00,0.00,550.00
146,0,4,223,55,928,550,32.7705,18023.775,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",62092.8,4967.424,1552.32,68612.544,"2002-05-27 00:00:00",468.00,0.00,468.00
147,0,4,233,70,332,550,10.815,5948.25,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",5948.25,475.86,148.7063,6572.8163,"2002-05-27 00:00:00",550.00,0.00,550.00
148,0,4,238,94,907,550,82.8345,45558.975,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",91117.95,7289.436,2277.9488,100685.3348,"2002-05-27 00:00:00",550.00,0.00,550.00
148,0,4,238,94,948,550,82.8345,45558.975,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",91117.95,7289.436,2277.9488,100685.3348,"2002-05-27 00:00:00",550.00,0.00,550.00
149,0,4,261,15,326,1250,0.21,262.5,"2002-05-13 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-05-22 00:00:00",525,42,13.125,580.125,"2002-05-27 00:00:00",1250.00,0.00,1250.00
149,0,4,261,15,325,1250,0.21,262.5,"2002-05-13 00:00:00","XRQ - TRUCK GROUND",3.95,0.99,"2002-05-22 00:00:00",525,42,13.125,580.125,"2002-05-27 00:00:00",1250.00,0.00,1250.00
150,0,4,264,62,322,60,28.6965,1721.79,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",2003.6835,160.2947,50.0921,2214.0703,"2002-05-27 00:00:00",60.00,0.00,60.00
150,0,4,264,62,321,3,44.3205,132.9615,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",2003.6835,160.2947,50.0921,2214.0703,"2002-05-27 00:00:00",3.00,0.00,3.00
150,0,4,264,62,320,3,49.644,148.932,"2002-05-13 00:00:00","CARGO TRANSPORT 5",8.99,1.49,"2002-05-22 00:00:00",2003.6835,160.2947,50.0921,2214.0703,"2002-05-27 00:00:00",3.00,0.00,3.00
151,1,4,244,98,921,550,5.586,3072.3,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",26455.275,2116.422,661.3819,29233.0789,"2002-05-27 00:00:00",550.00,0.00,550.00
151,1,4,244,98,930,550,42.5145,23382.975,"2002-05-13 00:00:00","OVERNIGHT J-FAST",21.95,1.29,"2002-05-22 00:00:00",26455.275,2116.422,661.3819,29233.0789,"2002-05-27 00:00:00",550.00,0.00,550.00
